QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
4100420,0.747316137,4,4,2,3,3,3,3,2,3,2,3,3,3,3,8,1,2, ,2,1,1, ,2,2,2,2,1, , , , , , , , , , , ,4,2,2,1,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,98,1,98,1,3,1,2,2,2,2,2,2,2,98,2,2,1,1,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,1,2,3,2,3,4,1,3,3,3,3,3, ,31, , , , , , , , ,0, ,1, ,4, , ,8, , ,2,2, , , , , , , ,3, , ,1,5,5, 
4100437,0.743797774,4,4,3,4,3,3,3,1,1,4,3,3,1,1,2,2,1, ,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,1,1,1,1,2, , ,1,2,1,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,5,2,98,2,1,1,1,1,1,1,2,2,2,2,2,2,98,2,2,2,2,1,4,1,98,3,4,4,1,1,4,2,70, , , , , , , , ,4, ,5, ,1, , ,5, , ,2,2, , , , , , , ,1, , ,2,5,3, 
4100450,1.136141559,4,4,1,1,3,2,3,1,3,4,2,1,1,1,8,2,2, ,2,1,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,2,6, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,4,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,5,4,2,1,2,2,2,2,2,2,2,7,2,2,1,2,2,1,1,2,2,2,4,1,3,2,4,2,4,4,4,4, ,60, , , , , , , , ,2, ,2, ,1, , ,7, , ,2,2, , , , , , , ,11, , ,1,5,5, 
4100542,2.006714577,4,4,2,3,2,3,3,2,3,4,3,1,98,1,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,98,7, , ,2,1,2,2,2,1,2,1,2,1, , ,2,1,2,2,2,2,2,2,1,1,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,98,2,1,1,2,2,2,1,2,2,7,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,98,2,2,1,4, ,53, , , , , , , , ,3, ,5, ,1, , ,6, , ,2,2, , , , , , , ,8, , ,2,5,3, 
4100649,0.303121239,4,4,3,3,2,3,3,2,1,4,3,3,2,2,2,2,2, ,2,1,2,2,2,2,1,1,2, , , , , , , , , , , ,3,1,1,2,2, , ,2,1,2,2,2,2,1,2,1,2, , ,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,3,1,2,1,1,2,1,2,2,98,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,4,2,1,4,4,3,4,7,74, , , , , , , , ,4, ,2, ,1, , ,8, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4100657,0.505202826,4,4,3,3,3,3,3,2,3,2,2,1,3,1,8,2,2, ,2,1,2, ,1,2,1,1,2, , , , , , , , , , , ,4,2,2,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,4,2, , , ,1,2,1,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,3,4,4,4,4, ,39, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,5, , ,1,5,5, 
4100744,1.605377606,4,4,2,3,3,3,3,2,3,4,1,1,1,1,2,1,1, ,2,1,2,2,2,2,1,1,98, , , , , , , , , , , ,2,1,1,2,2, , ,1,2,1,2,2,2,1,2,1,2, , ,2,1,1,2,2,2,2,2,2, , , ,1,1,2,2,1,1,2,1,2,1,2,2,5,2,98,2,98,98,1,98,1,98,98,1,2,2,1,2,2,2,1,2,2,1,2,3,2,3,3,2,3,4,98,4,3,62, , , , , , , , ,1, ,2, ,1, , ,6, , ,2,2, , , , , , , ,5, , ,2,5,3, 
4100746,0.547076112,4,4,1,1,3,3,3,2,1,3,1,1,2,1,2,2,1, ,2,1,1,1,2,1,2,1,1, , , , , , , , , , , ,2,1,1,2,8, , ,1,2,2,2,2,2,1,2,1,2, , ,2,1,2,2,2,2,98,2,1,98,98,5,2,2,2,2,2,2,2,2,1,1,2,1,2,2,98,1,1,98,1,1,1,1,1,1,2,2,2,1,2,1,1,2,98,2,2,3,2,3,2,2,3,4,2,3,2,22, , , , , , , , ,0, ,3, ,4, , ,6, , ,1,2, , , , , , , ,1, , ,1,5,3, 
4100785,1.605377606,4,4,1,1,2,2,2,1,3,2,3,1,1,1,1,1,1, ,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,2,1,2,2,5,1,2,1,1,1,1,2,1,2,2,1,2,3,3,2,1,1,2,2,1,1,1,1,7,1,1,1,2,98,2,2,2,2,2,3,3,2,3,3,98,2,2,2,2, ,59, , , , , , , , ,3, ,3, ,5, , ,5, , ,2,2, , , , , , , ,16, , ,2,5,3, 
4100932,1.369222263,4,4,3,3,3,3,3,1,3,4,3,1,2,2,8,2,2, ,2,2,2, ,2,2,2,1,2, , , , , , , , , , , ,3,2,1,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,3,1,1,1,4,1,1,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,3,2,1,2,2,2,2,3,2,3,2,2,3,3,3,3, ,67, , , , , , , , ,2, ,2, ,1, , ,4, , ,2,2, , , , , , , ,8, , ,1,5,2, 
4101107,0.948297098,4,4,2,3,3,3,3,2,3,4,1,1,2,1,2,2,1, ,2,1,2,1,2,2,1,2,2, , , , , , , , , , , ,2,1,1,1,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,1,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,98,4,98,98,4,3,22, , , , , , , , ,0, ,4, ,4, , ,6, , ,2,2, , , , , , , ,1, , ,2,5,3, 
4101216,1.070173358,4,4,2,3,3,3,3,2,3,1,1,1,2,1,8,1,2, ,2,1,2, ,2,2,1,1,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,4,1,1,1,3,1,1,1,2,1,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,7,2,1,2,1,2,1,1,2,2,2,2,4,2,3,2,1,4,4,4,4, ,27, , , , , , , , ,0, ,5, ,4, , ,9, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4101267,0.9570375,4,4,2,3,3,3,3,2,3,4,1,1,1,1,1,1,1, ,1,1,1,2,2,1,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, , ,2,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4, ,60, , , , , , , , ,2, ,2, ,5, , ,8, , ,1,2, , , , , , , ,15, , ,2,5,5, 
4101276,0.409989118,4,4,3,3,3,3,3,2,1,1,1,1,1,1,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,1,1,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,2,1,4,2,4,2,1,1,4,4,1,4, ,53, , , , , , , , ,1, ,2, ,1, , ,10, , ,2,2, , , , , , , ,12, , ,1,5,5, 
4101392,1.070173358,4,4,2,3,3,3,3,2,3,1,1,2,2,1,8,1,2, ,2,1,2, ,2,2,2,1,1, , , , , , , , , , , ,4,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,2,2, , , ,1,1,1,2,2,1,2,1,2,2,2,2,3,1,2,1,1,1,2,2,1,1,2,6,2,2,1,1,2,1,1,1,2,1,2,3,3,3,2,1,4,4,4,4, ,28, , , , , , , , ,0, ,1, ,4, , ,9, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4101408,0.45612659,4,4,3,3,3,3,3,3,3,4,2,1,1,1,8,1,1, ,1,2,2,98,2,2,98,1,98, , , , , , , , , , , ,2,1,1,3,1, , ,2,2,2,2,2,1,2,2,1,2, , ,2,2,1,2,2,2, ,2,2, , , ,1,1,1,2,1,1,2,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,98,5,2,2,1,2,3,1,1,2,1,1,2,4,2,4,3,98,4,4,2,4, ,60, , , , , , , , ,2, ,4, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4101560,0.743797774,4,4,2,3,3,3,3,2,1,1,1,1,1,1,2,2,2, ,2,2,2,2,1,2,1,1,1, , , , , , , , , , , ,2,2,2,3,1, , ,1,2,2,1,2,2,1,1,1,2, , ,2,1,2,2,2,2,2,3,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,98,1,1,1,1,98,98,1,1,2,1,2,2,3,1,2,2,2,1,98,2,98,98,1,4,4,4,4,2,85, , , , , , , , ,3, ,2, ,5, , ,6, , ,2,2, , , , , , , ,1, , ,2,5,3, 
4101570,0.92536227,4,4,2,3,3,3,3,2,1,2,1,1,1,1,8,1,2, ,1,98,2, ,2,2,98,2,1, , , , , , , , , , , ,3,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,98,2,1,98,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,7,2,2,1,2,2,1,1,1,1,98,3,3,3,3,2,2,4,4,2,4, ,22, , , , , , , , ,0, ,3, ,4, , ,6, , ,1,2, , , , , , , ,9, , ,1,5,3, 
4101600,0.765838145,4,4,2,3,3,3,3,2,3,1,1,2,2,1,2,2,2, ,2,2,2,2,2,2,1,1,1, , , , , , , , , , , ,3,1,1,1,2, , ,2,2,2,2,2,2,1,2,1,2, , ,2,2,1,2,2,2, ,2,2, , , ,1,1,1,2,2,1,2,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,5,1,2,2,1,2,2,1,2,2,1,4,2,4,3,1,1,4,4,4,4,7,34, , , , , , , , ,0, ,4, ,4, , ,8, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4101636,1.354786287,4,4,2,3,3,3,3,2,3,4,1,2,1,1,2,1,2, ,2,1,2,2,2,1,2,2,2, , , , , , , , , , , ,2,1,1,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,3,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,98,1,2,98,1,1,1,1,1,1,1,98,3,2,2,1,1,2,1,1,2,2,2,2,2,98,2,2,2,4,4,2,4,6,58, , , , , , , , ,2, ,3, ,1, , ,7, , ,2,2, , , , , , , ,1, , ,2,5,5, 
4101641,0.743797774,4,4,2,3,2,3,2,1,3,4,1,2,1,1,99,2,1, ,2,1,2,1,2,2,2,98,2, , , , , , , , , , , ,1,1,1,3,2, , ,1,2,1,1,2,2,1,2,1,2, , ,2,1,2,2,2,2,1,2,2, , , ,2,2,2,98,2,98,2,98,2,2,2,2,3,1,98,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,4,4,2,4, ,72, , , , , , , , ,3, ,1, ,5, , ,6, , ,2,2, , , , , , , ,1, , ,2,5,3, 
4101665,1.789411539,4,4,1,3,3,3,3,2,3,2,1,1,2,1,8,1,2, ,2,1,2, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,1,2,2, ,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,3,2,1,1,2,2,2,1,2,2,7,2,2,2,2,2,2,1,2,2,2,2,1,1,2,3,1,4,4,4,4, ,30, , , , , , , , ,0, ,3, ,4, , ,7, , ,2,2, , , , , , , ,2, , ,1,5,5, 
4101705,0.623758574,4,4,3,4,3,3,3,3,3,2,3,1,1,2,8,1,2, ,1,1,2, ,2,2,1,1,2, , , , , , , , , , , ,4,1,1,3,7, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,1,2,2,1,2,1,2,2,4,2,2,1,1,2,2,2,2,98,1,5,2,2,1,2,2,1,1,1,2,2,2,2,2,3,2,3,4,4,3,4, ,71, , , , , , , , ,1, ,1, ,2, , ,6, , ,2,2, , , , , , , ,11, , ,1,5,3, 
4101840,0.92536227,4,4,3,3,3,3,3,2,3,2,2,1,1,1,8,1,2, ,2,1,2, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,1,2,1,2,2,2,2,2,2,2,2,2,4,3,2,1,1,2,2,2,1,2,2,7,2,1,1,1,2,2,1,2,2,2,2,2,2,3,3,1,4,3,3,4, ,24, , , , , , , , ,0, ,4, ,4, , ,6, , ,2,2, , , , , , , ,3, , ,1,5,3, 
4101874,2.429027886,4,4,2,3,3,3,2,1,2,2,2,1,2,2,8,1,2, ,1,2,1, ,2,2,1,1,2, , , , , , , , , , , ,3,2,1,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,3,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,6,2,2,2,2,98,1,1,1,98,1,3,2,2,3,2,2,3,4,3,4, ,49, , , , , , , , ,2, ,3, ,1, , ,6, , ,2,2, , , , , , , ,14, , ,2,5,3, 
4102015,1.401315194,4,4,2,3,3,3,3,2,3,1,1,2,2,1,8,1,2, ,2,1,2, ,1,2,1,2,2, , , , , , , , , , , ,4,2,1,2,8, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,5,4,2,2,1,2,2,2,2,2,2,7,2,2,2,2,3,1,1,2,2,2,4,1,4,2,4,1,4,4,4,4, ,45, , , , , , , , ,3, ,4, ,1, , ,6, , ,2,2, , , , , , , ,2, , ,1,5,3, 
4102105,1.369222263,4,4,3,3,3,3,3,1,3,4,3,3,2,3,8,2,2, ,1,1,2, ,2,2,2,1,2, , , , , , , , , , , ,3,2,2,3,1, , ,1,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,3,3,2,1,1,2,2,2,2,2,2,7,2,1,1,2,2,2,1,2,1,2,4,98,3,2,4,2,4,4,4,4, ,70, , , , , , , , ,2, ,1, ,1, , ,4, , ,2,2, , , , , , , ,8, , ,1,5,2, 
4102133,0.764477825,4,4,2,4,4,4,4,1,98,4,3,1,2,1,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,2,1,2, ,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,2,3,1,2,3,2,1,2,2,2,2,2,4,98,3,1,4,4,3,4, ,23, , , , , , , , ,0, ,4, ,4, , ,6, , ,2,2, , , , , , , ,4, , ,1,5,3, 
4102141,0.585234551,4,4,1,1,2,3,3,1,3,4,3,1,2,1,2,2,1, ,2,2,2,1,2,2,2,1,2, , , , , , , , , , , ,1,1,1,2,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,98,1,1,1,1,1,1,98,1,98,4,1,4,4,4,98,2,51, , , , , , , , ,1, ,3, ,1, , ,8, , ,1,2, , , , , , , ,14, , ,1,5,5, 
4102153,0.303121239,4,4,3,3,3,3,3,2,3,1,3,2,2,1,8,1,1, ,2,1,2,2,2,2,1,2,2, , , , , , , , , , , ,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,4,2, , , ,1,1,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,2,2,2,2,2,5,2,2,1,2,2,2,1,2,2,2,3,2,2,3,3,1,4,4,2,4, ,24, , , , , , , , ,0, ,1, ,4, , ,8, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4102214,0.828460477,4,4,2,3,3,3,3,1,3,1,1,1,2,1,8,1,1, ,1,1,1,2,1,1,1,1,1, , , , , , , , , , , ,3,1,1,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,5,3,1,1,1,1,2,1,2,1,1,7,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,4,4,4,4, ,52, , , , , , , , ,2, ,4, ,3, , ,7, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4102297,0.907493248,4,4,1,3,3,3,3,2,3,3,2,2,2,2,8,1,2, ,2,1,2, ,2,1,1,1,1, , , , , , , , , , , ,4,2,2,2,8, , ,2,1,2,2,2,1,2,2,2,2, , ,2,2,1,2,2,2, ,3,1,1,1,4,1,2,1,2,2,2,2,1,2,2,2,1,3,2,2,1,1,2,2,2,1,2,2,7,2,2,1,1,2,2,1,2,2,2,2,3,3,3,3,1,4,3,4,4, ,26, , , , , , , , ,0, ,4, ,4, , ,8, , ,2,2, , , , , , , ,5, , ,2,5,5, 
4102381,1.070173358,4,4,2,4,3,4,3,3,2,2,2,3,2,2,8,2,2, ,2,2,2, ,2,98,1,98,1, , , , , , , , , , , ,4,2,1,3,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2,1,2,2,1,2,1,1,2,4,2,1,2,2,2,2,2,1,2,2,7,2,2,1,1,1,1,1,2,2,2,98,2,4,2,1,1,4,4,2,3, ,29, , , , , , , , ,0, ,1, ,4, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4102460,0.838068915,4,4,3,3,3,3,3,2,3,1,2,2,3,2,8,2,2, ,2,1,2, ,2,2,1,1,2, , , , , , , , , , , ,2,2,2,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,1,2,2,7,2,2,1,2,2,1,1,2,2,2,3,98,4,3,2,2,4,4,4,4, ,49, , , , , , , , ,0, ,2, ,1, , ,10, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4102475,1.893162673,4,4,2,3,3,3,3,1,1,4,1,1,1,1,8,1,2, ,2,1,2, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,2,8, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,3,2,1,1,98,2,98,1,2,2,6,2,2,1,1,2,2,1,2,2,1,2,2,3,2,2,1,4,4,2,3, ,60, , , , , , , , ,2, ,3, ,1, , ,6, , ,2,2, , , , , , , ,4, , ,2,5,3, 
4102494,0.303121239,4,4,1,3,2,1,2,1,1,2,2,1,1,1,1,1,2, ,1,1,1, ,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1, , ,2,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,3,2,2,2,1,2,2,2,2,2,6,2,2,1,1,2,1,2,2,2,2,2,2,1,2,3,2,4,1,3,3, ,65, , , , , , , , ,1, ,2, ,1, , ,8, , ,2,2, , , , , , , ,15, , ,1,5,5, 
4102576,1.322020405,4,4,2,1,2,3,1,2,1,1,3,1,2,1,8,1,99, ,1,1,1, ,2,2,1,1,2, , , , , , , , , , , ,2,1,1,99,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,2, , , ,2,2,2,2,2,98,98,1,2,1,98,2,98,2,1,1,1,1,1,1,1,98,98,5,2,1,1,1,2,1,1,2,2,2,4,98,98,1,3,4,4,4,98,4, ,55, , , , , , , , ,0, ,1, ,4, , ,5, , ,2,2, , , , , , , ,14, , ,1,5,3, 
4102673,0.881376126,4,4,1,1,3,3,3,1,3,4,3,1,2,3,2,2,1, ,2,2,2,1,2,2,2,2,1, , , , , , , , , , , ,1,1,1,1,2, , ,2,2,1,1,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,2,1,1,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,3,2,2,4,3,3,3,3,4,1,73, , , , , , , , ,3, ,2, ,1, , ,6, , ,2,2, , , , , , , ,5, , ,2,5,3, 
4102709,1.070173358,4,4,1,3,3,3,3,2,3,4,1,2,3,2,8,1,2, ,1,1,1, ,98,1,1,1,2, , , , , , , , , , , ,4,2,1,3,8, , ,1,1,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,2,1,98,98,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,1,2,2,2,1,2,2,7,2,2,1,2,1,1,1,2,2,2,2,1,4,4,1,1,4,3,3,4, ,31, , , , , , , , ,0, ,2, ,1, , ,9, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4102732,1.424344803,4,4,3,3,3,3,1,1,3,4,1,1,2,1,8,2,2, ,2,2,2, ,2,98,1,1,98, , , , , , , , , , , ,4,2,2,3,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,3,1,1,1,2,1,1,1,2,1,98,98,2,1,2,2,2,4,3,2,1,2,98,2,2,99,2,2,7,2,2,2,2,2,2,1,2,2,2,4,4,4,2,3,2,4,4,3,3, ,70, , , , , , , , ,2, ,2, ,1, , ,4, , ,2,2, , , , , , , ,11, , ,1,5,2, 
4102733,0.552118482,4,4,1,1,3,3,3,1,3,4,3,1,2,2,1,1,2, ,2,1,2, ,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1, , ,1,1,2,2,2,1,2,1,2,1, , ,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,6,2,2,1,1,2,1,1,2,2,2,2,3,2,3,3,2,4,4,4,4, ,55, , , , , , , , ,2, ,4, ,1, , ,8, , ,2,2, , , , , , , ,15, , ,1,5,5, 
4102804,0.617386978,4,4,1,4,3,4,3,2,1,2,2,2,2,2,8,1,1, ,2,1,1,2,2,1,1,1,1, , , , , , , , , , , ,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,2,1,2, ,4,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,3,1,2,2,1,2,1,2,1,2,2,7,2,1,1,2,2,3,1,2,1,1,2,3,3,2,2,3,4,4,3,4, ,32, , , , , , , , ,1, ,2, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4102859,0.764477825,4,4,3,3,3,3,3,2,3,2,2,1,1,2,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,98,2,2, , , ,1,1,1,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,2,2,1,1,1,1,2,2,1,1,4,4,4,4,2,1,4,4,4,4, ,23, , , , , , , , ,0, ,5, ,4, , ,7, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4103063,0.595767083,4,4,2,1,3,3,3,2,1,4,3,2,2,1,8,2,1, ,2,1,2,2,2,2,1,1,2, , , , , , , , , , , ,4,2,2,3,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,1,2,2,7,2,2,2,2,3,2,1,2,2,2,4,4,4,4,4,1,4,4,2,4, ,36, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4103064,1.60401512,4,4,1,3,3,3,3,2,3,2,2,3,3,3,8,1,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,98,4,98, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,6,2,2,1,2,2,1,98,2,98,99,2,2,2,3,2,99,99,99,99,99, ,20, , , , , , , , ,0, ,3, ,4, , ,6, , ,2,2, , , , , , , ,2, , ,2,5,3, 
4103081,0.948297098,4,4,1,3,3,3,3,2,3,2,1,1,2,2,8,2,1, ,2,2,2,2,2,2,1,2,1, , , , , , , , , , , ,3,2,1,1,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,4,2, , , ,2,2,2,2,2,1,2,2,2,1,2,2,5,4,1,1,2,2,1,1,1,1,1,6,2,1,1,1,2,1,1,2,2,2,3,3,2,3,1,2,2,3,3,2, ,21, , , , , , , , ,0, ,3, ,4, , ,5, , ,2,2, , , , , , , ,1, , ,2,5,3, 
